            40.5645 |       5.85288 |           42.4231 |            157.571 |          6273 |  63.7097 |      12.0968 |              0 |   1.6129 |  9.67742 |  2.41935 |            38.0553 |       6.26432 |              24.9 |            165.333 |          5997 |  87.1752 |      3.35289 |              0 |  2.51467 |  15.9262 |  5.02934 |      1
            42.3755 |       6.05787 |            27.561 |              225.4 |          6566 |  60.5364 |      8.42912 |              0 |  5.36398 |  11.4943 |  9.96169 |            43.6823 |        5.2314 |             19.18 |            56.4118 |          5112 |  73.1047 |      1.80505 |       0.902527 |  7.22022 |  11.7329 |  1.80505 |      1
            40.4135 |       4.91395 |           42.9545 |              78.75 |          5210 |  63.9098 |      10.3383 |              0 |   1.8797 |  8.45865 |        0 |            39.7571 |        6.2668 |           25.3721 |            181.833 |          6344 |  49.3927 |      10.5263 |              0 |  5.66802 |   9.7166 |  2.42915 |      1
            48.1808 |       5.97941 |           17.8409 |             37.381 |          4686 |  74.9724 |      1.10254 |        1.10254 |        0 |        0 |        0 |            43.3607 |       6.49338 |           33.5938 |            179.167 |          6515 |  76.2295 |      10.6557 |        3.27869 |        0 |        0 |        0 |      1
            39.4231 |       4.92683 |           14.1556 |            21.2333 |          3477 |  88.9423 |      13.2212 |        7.21154 |  1.20192 |  4.80769 |  10.8173 |            50.1554 |       5.54752 |           17.1667 |            45.7778 |          4798 |  68.3938 |      4.14508 |        6.21762 |  1.03627 |  8.29016 |  1.03627 |      1
            39.5462 |       5.61475 |             21.74 |              108.7 |          5938 |   60.778 |      4.86224 |              0 |  3.24149 |  16.2075 |  1.62075 |            38.5108 |       5.91892 |           33.6774 |            130.375 |          5987 |  103.283 |     0.800641 |              0 |  1.60128 |  8.00641 |  5.60448 |      1
            35.6951 |       5.29146 |           16.0714 |            47.3158 |          5033 |  72.6457 |      17.0404 |              0 |  1.79372 |  12.5561 |  3.58744 |            37.4031 |       5.20207 |             10.12 |            29.1923 |          4289 |  57.1705 |      2.90698 |        7.75194 |  1.93798 |  6.78295 |  3.87597 |      1
            44.5326 |        5.5505 |           23.7143 |            142.286 |          5665 |  57.3192 |      13.2275 |              0 |  5.29101 |  5.29101 |  7.05467 |            41.2952 |       6.13035 |           39.1111 |            117.333 |          6124 |  52.9857 |      15.9798 |       0.841043 |  5.04626 |  10.0925 |  2.52313 |      1
            40.0293 |       4.75092 |           5.76316 |               11.5 |          2490 |  82.1114 |            0 |              0 |  1.46628 |  1.46628 |  4.39883 |            30.8264 |       5.79819 |            22.825 |                 57 |          5537 |  69.6379 |      8.35655 |              0 |  5.57103 |  6.49954 |  1.85701 |      1
            33.8923 |       5.32552 |           22.2045 |            81.4167 |          5458 |  72.3742 |      2.64784 |              0 | 0.882613 |  2.64784 |  1.76523 |            42.3041 |       5.90848 |             18.86 |            78.5833 |          5533 |  54.7686 |            0 |              0 |  6.61001 |  9.44287 |  1.88857 |      1
            39.9606 |        5.3867 |           20.4048 |              42.85 |          4594 |  62.0079 |      4.92126 |              0 | 0.984252 |  7.87402 | 0.984252 |            41.0175 |        5.3624 |             20.44 |            78.6154 |          5668 |  80.2862 |      3.97456 |        2.38474 | 0.794913 |   6.3593 |  3.17965 |      1
            42.3143 |       6.06327 |           31.5312 |            168.167 |          5903 |  82.9016 |      7.77202 |              0 |  1.72712 |  3.45423 | 0.863558 |            44.3162 |       5.88778 |           37.0741 |                 77 |          5722 |  68.3837 |      11.5453 |              0 |   4.4405 |  13.3215 |   5.3286 |      1
            35.4717 |       5.45213 |           18.3673 |            47.3684 |          4979 |  72.6415 |      2.83019 |        6.60377 |  3.77358 |  18.8679 |  3.77358 |            39.3008 |       5.28571 |           12.6557 |              30.88 |          4140 |  56.1441 |            0 |        1.05932 |  3.17797 |   9.5339 |  1.05932 |      1
            42.8296 |       5.17753 |           11.6143 |              32.52 |          4480 |  64.4851 |      4.81232 |        5.77478 |  1.92493 |  6.73725 | 0.962464 |            41.2242 |       5.68515 |           32.5556 |              234.2 |          6534 |  73.7463 |      6.63717 |              0 |  1.47493 |  2.94985 |  4.42478 |      1
            42.9654 |        5.2267 |           12.3607 |            27.9259 |          4092 |  49.7835 |      9.74026 |        8.65801 |  1.08225 |   12.987 |  1.08225 |            39.6537 |        5.9607 |           33.0333 |            58.2941 |          5591 |  70.1299 |       2.5974 |              0 |   1.7316 |  18.1818 |  5.19481 |      1
            37.6643 |       6.06776 |            27.619 |                232 |          6570 |  51.0441 |      1.54679 |              0 |  3.09358 |  13.1477 | 0.773395 |            42.5249 |       5.90625 |           24.8293 |              101.8 |          5862 |  81.3953 |      6.64452 |        4.98339 |  4.15282 |  8.30565 |  2.49169 |      1
            41.2481 |       5.62731 |           27.4762 |              230.8 |          6335 |  74.5814 |      6.08828 |              0 |  2.28311 |  3.04414 |  2.28311 |            37.9705 |       4.67241 |           7.14516 |            10.8049 |          2559 |  63.8298 |            0 |        8.18331 |        0 |  9.81997 |        0 |      1
            44.5434 |          5.53 |           22.8824 |            51.8667 |          4389 |  60.1336 |      10.0223 |              0 |  4.45434 |  5.56793 |  2.22717 |            41.4414 |       6.01304 |           15.0323 |            77.0833 |          5581 |  64.8649 |            0 |              0 | 0.900901 |  6.30631 |  6.30631 |      1
            44.5893 |       5.28947 |                31 |            28.3043 |          3593 |  48.2399 |      14.3416 |        5.21512 |  3.91134 |  10.4302 |  5.21512 |            36.1561 |        5.0611 |           21.1786 |            98.8333 |          5870 |  53.0191 |       11.782 |        3.68189 |  5.89102 |  11.0457 |  4.41826 |      1
            47.8036 |       5.57297 |           23.4884 |                101 |          5626 |  56.8475 |      12.9199 |        2.58398 |  1.72265 |  6.02929 |  4.30663 |              43.63 |         5.826 |           31.6875 |            92.1818 |          5918 |  66.3176 |       7.8534 |              0 |   5.2356 |   9.5986 |   0.8726 |      1
