            50.3727 |       5.72304 |           17.5476 |              29.48 |          4550 |  91.5868 |      14.9095 |        11.7146 |        0 |        0 |        0 |            41.6667 |       6.47619 |           33.1935 |              171.5 |          6434 |  101.587 |      7.93651 |        6.34921 |        0 |        0 |        0 |            53.9157 |       5.01397 |           18.7778 |            56.2222 |          3277 |  67.7711 |      18.0723 |        24.0964 |        0 |        0 |        0 |            41.2738 |       5.60521 |           22.6957 |                116 |          5773 |  55.4177 |      10.7527 |        4.96278 |  2.48139 |  7.44417 |  1.65426 |      1
            37.1452 |       5.13537 |           33.2424 |            73.1333 |          5590 |  68.1265 |      0.81103 |              0 |  2.43309 |  12.1655 |  3.24412 |            36.4386 |       5.07466 |           23.6444 |            70.9333 |          5396 |  60.1814 |            0 |         1.6488 |  2.47321 |  8.24402 |  2.47321 |                 40 |       5.25551 |              26.5 |            62.9375 |          5237 |  69.6035 |            0 |              0 |  4.40529 |  18.5022 | 0.881057 |            41.8502 |       5.68421 |           23.2143 |            108.333 |          5526 |   60.793 |      20.2643 |        1.76211 |  7.92952 |  7.92952 |  7.04846 |      1
            44.1148 |       5.41649 |           18.2292 |            51.4706 |          4962 |  63.1579 |      9.56938 |         7.6555 |  4.78469 |  11.4833 |        0 |            44.2396 |       5.36875 |           17.3962 |            54.2353 |          4939 |  73.7327 |     0.921659 |        6.45161 |        0 |  9.21659 |  1.84332 |            44.6274 |       5.44854 |            24.225 |            74.5385 |          5501 |  77.9896 |      6.93241 |        2.59965 |  2.59965 |  9.53206 |  2.59965 |            40.8313 |       5.94012 |              82.5 |            36.6667 |          2418 |  173.594 |            0 |              0 |        0 |        0 |        0 |      0
            37.1452 |       5.91703 |           21.8367 |                214 |          6276 |  82.7251 |            0 |              0 |  3.24412 |  9.73236 |  3.24412 |            35.8871 |       5.89213 |           19.5556 |                176 |          6209 |  79.8387 |            0 |       0.806452 |  2.41935 |  5.64516 |  4.83871 |            37.1452 |       5.91703 |           21.8367 |                214 |          6276 |  82.7251 |            0 |              0 |  3.24412 |  9.73236 |  3.24412 |             46.744 |       5.67176 |           31.6774 |            140.286 |          5617 |  62.4442 |      1.78412 |              0 |  1.78412 |   14.273 |  1.78412 |      1
            35.6955 |       5.47059 |           8.65385 |            10.9756 |          2916 |  211.286 |      20.9974 |              0 |        0 |        0 |        0 |            41.4966 |       6.26639 |           31.0606 |            113.333 |          6155 |  48.4694 |      5.10204 |              0 |  0.85034 |  12.7551 |  5.10204 |            38.0628 |        4.8638 |           6.42254 |            11.6923 |          2697 |  60.0273 |            0 |              0 |        0 |  1.36426 |        0 |             43.178 |       5.37187 |           22.5652 |              103.8 |          5638 |  83.1947 |      1.66389 |        1.66389 |  2.49584 |  10.8153 |  2.49584 |      0
            37.6451 |       5.84361 |            39.037 |            116.889 |          5965 |  67.9934 |      14.0962 |              0 |  2.48756 |  9.12106 |  4.14594 |            37.8632 |       6.17156 |             42.52 |            118.111 |          6046 |  52.9915 |      12.8205 |       0.854701 |   4.2735 |  10.2564 |   1.7094 |            40.1187 |       5.84567 |            33.871 |                105 |          5879 |  66.1578 |      6.78541 |        1.69635 |  4.24088 |  9.32994 |  3.39271 |            43.2566 |       5.98669 |           24.0217 |            157.857 |          6382 |   46.875 |            0 |              0 |  7.40132 |  8.22368 |  4.93421 |      1
            42.6415 |       4.87611 |               186 |               7.75 |          1217 |  298.113 |            0 |              0 |        0 |        0 |        0 |            33.7302 |       5.31176 |           22.7368 |                 54 |          4787 |  60.5159 |      7.93651 |              0 |  2.97619 | 0.992063 |  1.98413 |            32.4734 |        5.6028 |           31.1892 |             144.25 |          6309 |  73.5964 |      6.82853 |              0 |  3.79363 |   6.0698 |  6.82853 |            42.7936 |       5.69231 |           50.2222 |            69.5385 |          5377 |  80.9609 |       4.4484 |         4.4484 |  6.22776 |  8.00712 |        0 |      0
            42.3599 |        5.7996 |            28.027 |              103.5 |          5934 |  71.3073 |      5.94228 |              0 |  5.09338 |  5.94228 |  5.94228 |            54.9266 |       5.49618 |           19.4118 |            11.3793 |          2623 |  39.8323 |      2.09644 |              0 |        0 |        0 |  2.09644 |            33.3333 |       4.74242 |           23.1429 |            16.7586 |          2730 |  69.0236 |            0 |              0 |   1.6835 |        0 |   16.835 |            36.2411 |       6.03501 |                36 |              230.4 |          6396 |  40.4441 |      13.4814 |              0 |  2.37906 |  12.6883 |        0 |      1
            36.2411 |       6.11379 |             27.15 |             135.75 |          6267 |  95.9556 |      9.51626 |              0 |  3.96511 |  14.2744 |  3.17209 |            41.2738 |       6.48096 |           33.3438 |              213.4 |          6503 |  81.8859 |      9.92556 |        2.48139 |  4.13565 |  9.92556 |  5.78991 |            31.0499 |       5.72422 |              16.6 |             145.25 |          6354 |  65.5249 |      10.4244 |              0 |  3.72301 |  26.8057 |  8.93522 |            39.6509 |       6.66667 |           23.1556 |            173.167 |          6464 |  54.0316 |     0.831255 |              0 |  2.49377 |   7.4813 |  1.66251 |      0
            40.1483 |        4.8285 |           17.4667 |               26.2 |          4061 |     62.5 |      1.05932 |              0 |  2.11864 |  11.6525 |  1.05932 |            37.8088 |       4.76989 |           12.8793 |               24.9 |          3935 |  59.0763 |      1.07411 |        3.22234 |  5.37057 |   7.5188 |  5.37057 |            41.2639 |       5.03303 |           15.6279 |               22.4 |          3616 |  69.3928 |      1.23916 |              0 |  2.47831 |  11.1524 |  2.47831 |            41.8257 |       5.84722 |           17.9474 |            78.6923 |          5852 |  68.0498 |       3.3195 |        4.14938 |  7.46888 |  8.29876 | 0.829876 |      1
