            48.6919 |       4.85373 |             36.75 |            34.5882 |          3248 |  75.5814 |      14.5349 |        8.72093 |  1.45349 |  10.1744 |  4.36047 |            44.4206 |        5.4058 |           16.9574 |            29.5185 |          4464 |  63.3047 |      4.29185 |        11.8026 |        0 |        0 |        0 |      1
            33.3097 |       5.27021 |           32.3158 |            175.429 |          6251 |  60.9497 |      8.50461 |        1.41743 |  12.7569 |  17.0092 | 0.708717 |            45.2769 |        6.2518 |           34.7812 |                159 |          6543 |  46.4169 |      3.25733 |              0 |  1.62866 |  11.4007 |  4.07166 |      1
            43.6709 |       5.29469 |           14.1053 |            36.5455 |          4373 |  54.8523 |      4.21941 |              0 |  7.38397 |  11.6034 |        0 |            43.4851 |        6.2852 |           33.6364 |                222 |          6565 |   77.708 |      15.6986 |        1.56986 |  4.70958 |  8.63422 |  3.92465 |      1
            40.9203 |       5.88956 |           27.2895 |            94.2727 |          5943 |  70.6656 |      12.3254 |              0 |  5.75185 |  6.57354 |  5.75185 |            41.5509 |       5.00557 |           9.02703 |            20.2424 |          3605 |  64.8148 |      6.94444 |        4.62963 |  2.31481 |  2.31481 |  3.47222 |      1
            61.0879 |       5.26712 |               165 |               3.75 |          1156 |  301.255 |            0 |              0 |        0 |        0 |        0 |            35.1648 |       4.33333 |           8.52055 |            18.2941 |          3088 |  72.0391 |        2.442 |          12.21 |  6.10501 |   10.989 |    1.221 |      1
            40.9237 |       4.96063 |             10.04 |            25.9655 |          4018 |  40.8163 |      1.07411 |        3.22234 |  4.29646 |  18.2599 |  6.44468 |            35.7983 |       5.68545 |              23.5 |            86.1667 |          5800 |  80.6723 |      7.56303 |        1.68067 |  5.04202 |  10.9244 |        0 |      1
            35.9551 |       4.94271 |           17.7708 |            35.5417 |          4520 |  58.9888 |      0.93633 |              0 |  2.80899 |  12.1723 |  0.93633 |            38.2423 |       4.85404 |           18.0513 |            78.2222 |          3723 |  79.5724 |      8.31354 |        3.56295 |        0 |  11.8765 |   2.3753 |      1
            36.9162 |       5.60241 |           26.7442 |            127.778 |          6288 |  81.5419 |      14.0845 |        2.96516 |  3.70645 |  12.6019 |  6.67161 |            38.1144 |       5.42283 |           18.8214 |            87.8333 |          5603 |  65.2699 |      4.02901 |              0 |  9.66962 |  21.7566 |  4.83481 |      1
            39.6865 |       5.79626 |           23.4318 |            79.3077 |          5806 |  71.7822 |      6.60066 |              0 |  2.47525 |  9.07591 |  4.12541 |            38.5066 |       5.67871 |           24.4444 |                110 |          6245 |  67.3499 |      10.2489 |        1.46413 |  5.12445 |  8.05271 |  2.92826 |      1
            38.5066 |       5.67871 |           24.4444 |                110 |          6245 |  67.3499 |      10.2489 |        1.46413 |  5.12445 |  8.05271 |  2.92826 |            35.1672 |       5.56135 |            26.129 |                 30 |          4405 |  66.8824 |      18.3387 |              0 |  9.70874 |  11.8662 |  3.23625 |      1
             44.196 |       6.69844 |           19.3077 |            167.333 |          6433 |   72.227 |      2.57954 |       0.859845 | 0.859845 |        0 |        0 |            43.3757 |       5.98745 |           22.4048 |            72.3846 |          5675 |  54.4465 |      5.44465 |              0 |        0 |  14.5191 |  1.81488 |      1
            36.7327 |       5.20485 |           20.1463 |            43.4737 |          4467 |  65.3465 |      16.8317 |              0 |   4.9505 |  7.92079 |   2.9703 |            35.4585 |       5.60202 |           49.3333 |              236.4 |          6488 |  81.6619 |      16.4756 |              0 |  7.16332 |  10.0287 |  3.58166 |      1
             36.788 |       5.79188 |           55.4118 |            67.2857 |          5281 |  74.6965 |      14.0056 |              0 |  5.60224 |  6.53595 |  6.53595 |            46.7165 |       6.19217 |           27.1081 |            111.444 |          6256 |  73.1505 |      2.49377 |        1.66251 | 0.831255 |  8.31255 | 0.831255 |      1
            35.5511 |       5.77933 |             29.68 |            41.2222 |          4687 |  42.7011 |      4.96524 |         1.9861 |  2.97915 |  3.97219 |  3.97219 |            39.9222 |       6.01754 |           30.8611 |            138.875 |          6324 |  85.6031 |      6.22568 |        0.77821 |  1.55642 |  9.33852 |  1.55642 |      1
            41.9899 |       4.43775 |           11.0732 |               45.4 |          2341 |  55.6492 |      1.68634 |        6.74536 |  6.74536 |  5.05902 |  6.74536 |            40.1378 |       5.80258 |             20.75 |            71.1429 |          5773 |  60.2929 |      6.02929 |        1.72265 | 0.861326 |  14.6425 |  2.58398 |      1
            35.2332 |        5.5084 |           26.8864 |              118.3 |          6244 |   57.735 |       19.245 |              0 |  3.70096 |  17.7646 |  6.66173 |            39.9679 |       5.68876 |           22.8936 |              107.6 |          5940 |  69.0209 |       2.4077 |       0.802568 |  3.21027 |  13.6437 |        0 |      1
            36.6337 |       5.39865 |            12.025 |             59.375 |          5292 |  63.5314 |      7.42574 |              0 |  2.47525 |  7.42574 |  3.30033 |            40.8688 |       5.59002 |           15.0635 |            59.3125 |          5277 |  48.7589 |      4.43262 |        4.43262 |  4.43262 |  11.5248 | 0.886525 |      1
            32.8326 |       4.85621 |           17.1277 |            42.3684 |          4242 |  60.0858 |      9.65665 |              0 |  2.14592 |  10.7296 |  1.07296 |            46.4939 |       5.48525 |           21.4167 |            13.8919 |          2952 |   70.122 |      4.57317 |        4.57317 |        0 |        0 |        0 |      1
             46.978 |       4.11696 |               215 |            4.57447 |          1250 |  384.615 |      2.74725 |              0 |        0 |        0 |        0 |            43.7726 |       6.15052 |           28.5588 |            74.6923 |          5724 |  71.2996 |      2.70758 |       0.902527 |  5.41516 |  14.4404 |  2.70758 |      1
            53.5368 |       5.04145 |           9.74138 |            24.5217 |          3419 |  69.3481 |      2.77393 |        26.3523 |        0 |  4.16089 |  6.93481 |            37.3946 |       6.40779 |                42 |            391.667 |          6785 |  59.7701 |      6.13027 |              0 |  2.29885 |  9.96169 |  3.83142 |      1
            42.1147 |        5.9383 |           25.5128 |            82.9167 |          5768 |   62.724 |      1.79211 |              0 |  3.58423 |  10.7527 |  1.79211 |            35.3102 |       5.02842 |           20.3636 |            37.3333 |          4702 |  76.6423 |      2.73723 |              0 |  10.9489 |  10.9489 |  6.38686 |      1
            39.3114 |       5.70468 |           19.7222 |              106.2 |          6008 |  69.6557 |      10.4083 |              0 |  4.80384 |  8.80705 |  2.40192 |            35.7341 |       5.37726 |           19.2653 |            49.6842 |          5210 |  42.4746 |            0 |        8.31025 |  5.54017 |  8.31025 |  4.61681 |      1
             42.774 |       5.49206 |           16.6415 |            55.0625 |          4884 |  53.3463 |      1.93986 |        12.6091 |   2.9098 |  10.6693 | 0.969932 |            37.8761 |       5.09813 |           15.2258 |               47.2 |          5041 |  69.0265 |      2.65487 |        5.30973 |  3.53982 |  2.65487 |  1.76991 |      1
             43.849 |       5.62222 |           4.46281 |            19.7778 |          3444 |  138.855 |      4.87211 |              0 |        0 |        0 |        0 |            42.3465 |       5.73377 |           22.6667 |            86.5455 |          5381 |  74.2438 |      1.83318 |              0 |  3.66636 |  10.0825 |  2.74977 |      1
            34.4773 |       5.60648 |             28.25 |            102.727 |          5896 |  55.0678 |      1.59617 |              0 |  3.99042 |  26.3368 |  1.59617 |            34.1024 |       5.65539 |              25.5 |              234.6 |          6278 |   74.261 |      4.32588 |              0 |        0 |  13.6986 |  4.32588 |      1
            42.7778 |       4.21429 |              3.92 |                  4 |          1139 |  308.333 |            0 |              0 |        0 |        0 |        0 |            36.6255 |       5.49719 |           14.8462 |            29.6923 |          4369 |  78.1893 |      7.20165 |        2.05761 |  4.11523 |  10.2881 |  5.14403 |      1
            41.5808 |       5.85537 |           20.1538 |            80.6154 |          5724 |  42.9553 |            0 |              0 |  2.57732 |  12.0275 |  6.01375 |            37.6956 |       6.99623 |           4.81443 |            13.7353 |          3157 |  68.2788 |      21.3371 |              0 |  1.42248 |        0 |        0 |      1
            39.7141 |         5.586 |                18 |              109.8 |          5929 |  65.1311 |            0 |        1.58856 |  3.97141 |  6.35425 |        0 |            42.5189 |        5.5167 |           17.4898 |            50.4118 |          4865 |  69.1288 |      5.68182 |        4.73485 |  4.73485 |  10.4167 |  3.78788 |      1
            43.2765 |       5.78556 |           27.8824 |              59.25 |          5224 |  56.8182 |      6.62879 |        0.94697 |  3.78788 |  13.2576 |  8.52273 |            33.9512 |       4.75862 |                18 |            32.5385 |          4265 |  68.2927 |      1.95122 |              0 |  2.92683 |  19.5122 |  1.95122 |      1
            41.7178 |       5.63235 |           17.9818 |            70.6429 |          5557 |  52.5855 |            0 |              0 |  4.38212 |  11.3935 |   3.5057 |            42.9492 |       5.74859 |           22.5106 |            96.1818 |          5927 |  57.2119 |     0.805802 |        8.05802 |  3.22321 |  8.86382 | 0.805802 |      1
             45.158 |       5.93002 |           24.0571 |            46.7778 |          4966 |  74.4139 |      1.01937 |         3.0581 |  4.07747 |  8.15494 |        0 |            40.2229 |       5.27204 |           55.8571 |            43.4444 |          4502 |  94.2249 |      5.06586 |        2.02634 |  5.06586 |  5.06586 |  5.06586 |      1
             40.899 |       6.06126 |           26.2444 |             295.25 |          6687 |  70.7443 |      8.84304 |              0 |        0 |  16.9492 |  2.21076 |            41.6446 |       5.27389 |           17.6852 |            68.2143 |          5267 |   66.313 |      2.65252 |        4.42087 |  1.76835 |  7.07339 |  2.65252 |      1
